"""ds"",""y"""
"""2001-01-1617"",789.1848979"
"""2001-01-1618"",786.9139387"
"""2001-01-1619"",784.613178"
"""2001-01-1620"",782.2815628"
"""2001-01-1621"",779.9179749"
"""2001-01-1622"",777.5212249"
"""2001-01-1623"",775.0900447"
"""2001-01-1624"",772.6230791"
"""2001-01-1625"",770.1188774"
"""2001-01-1626"",767.5758816"
"""2001-01-1627"",764.9924156"
"""2001-01-1628"",762.3666704"
"""2001-01-1629"",759.696689"
"""2001-01-1630"",756.9803479"
"""2001-01-1631"",754.2153361"
"""2001-01-1632"",751.3991313"
"""2001-01-1633"",748.5289713"
"""2001-01-1634"",745.6018214"
"""2001-01-1635"",742.6143361"
"""2001-01-1636"",739.5628133"
"""2001-01-1637"",736.4431415"
"""2001-01-1638"",733.2507356"
"""2001-01-1639"",729.9804607"
"""2001-01-1640"",726.6265404"
"""2001-01-1641"",723.1824446"
"""2001-01-1642"",719.6407534"
"""2001-01-1643"",715.9929873"
"""2001-01-1644"",712.2293966"
"""2001-01-1645"",708.3386948"
"""2001-01-1646"",704.3077185"
"""2001-01-1647"",700.1209864"
"""2001-01-1648"",695.7601211"
"""2001-01-1649"",691.2030751"
"""2001-01-1650"",686.4230776"
"""2001-01-1651"",681.387172"
"""2001-01-1652"",676.0541323"
"""2001-01-1653"",670.3714162"
"""2001-01-1654"",664.2705662"
"""2001-01-1655"",657.6600102"
"""2001-01-1656"",650.4132902"
"""2001-01-1657"",642.3488261"
"""2001-01-1658"",633.1928449"
"""2001-01-1659"",622.5062609"
"""2001-01-1660"",609.5267236"
"""2001-01-1661"",592.7909424"
"""2001-01-1662"",569.1571699"
"""2001-01-1663"",531.4075996"
"""2001-01-1664"",469.5260167"
"""2001-01-1665"",412.4523677"
"""2001-01-1666"",381.498328"
"""2001-01-1667"",362.6861665"
"""2001-01-1668"",349.3682197"
"""2001-01-1669"",339.0727361"
"""2001-01-1670"",330.6708965"
"""2001-01-1671"",323.5631001"
"""2001-01-1672"",317.3951716"
"""2001-01-1673"",311.9411125"
"""2001-01-1674"",307.0480712"
"""2001-01-1675"",302.6078817"
"""2001-01-1676"",298.5411849"
"""2001-01-1677"",294.7880166"
"""2001-01-1678"",291.3019471"
"""2001-01-1679"",288.0462785"
"""2001-01-1680"",284.991491"
"""2001-01-1681"",282.1134759"
"""2001-01-1682"",279.392282"
"""2001-01-1683"",276.8112058"
"""2001-01-1684"",274.3561184"
"""2001-01-1685"",272.0149584"
"""2001-01-1686"",269.7773447"
"""2001-01-1687"",267.6342753"
"""2001-01-1688"",265.5778923"
"""2001-01-1689"",263.6012937"
"""2001-01-1690"",261.6983835"
"""2001-01-1691"",259.8637495"
"""2001-01-1692"",258.0925645"
"""2001-01-1693"",256.3805034"
"""2001-01-1694"",254.723676"
"""2001-01-1695"",253.1185696"
"""2001-01-1696"",251.5620016"
"""2001-01-1697"",250.0510786"
"""2001-01-1698"",248.5831628"
"""2001-01-1699"",247.1558416"
"""2001-01-1700"",245.7669031"
